Sim	LOG10_THETA	H_1	S_1	prS_1	D_1	FS_1	Pi_1
32454	-1.48488	1	1762	1762	0.494239	0.909973	555.2
32455	-2.79206	0.957895	73	73	-0.378024	-0.492529	18.6684
32456	-1.47911	1	2221	2221	-0.250584	0.977807	588.626
32457	-3.90263	0.8	13	13	0.59282	1.10486	4.26316
32458	-1.14908	1	3070	3070	-0.30532	1.32882	802.358
32459	-3.93994	0.657895	5	5	0.962413	1.56189	1.85263
32460	-3.32244	0.931579	32	32	0.563147	-0.0287851	10.3105
32461	-1.62618	0.994737	2098	2098	0.144183	3.2819	611.695
32462	-1.07767	1	3310	3310	-0.048155	1.48279	922.279
32463	-3.00315	0.968421	64	64	0.528897	-0.215089	20.3895
32464	-2.67927	0.973684	148	148	-0.0700268	0.997965	41.0105
32465	-2.03968	1	353	353	0.0538473	-1.5883	100.784
32466	-2.72382	0.968421	78	78	0.0407617	0.885963	22.2053
32467	-1.83304	0.989474	1202	1202	-0.0246302	4.14812	336.816
32468	-1.69442	0.994737	1921	1921	-1.12107	2.48604	396.705
32469	-1.97782	1	1108	1108	1.53211	0.596226	426.521
32470	-1.98723	0.994737	386	386	-0.170688	0.0267367	104.353
32471	-3.15803	0.910526	23	23	-0.289612	-0.263072	5.99474
32472	-3.04497	0.921053	69	69	1.1671	4.47926	25.0263
32473	-2.53039	0.984211	161	161	-0.615973	-0.11225	38.6316
32474	-2.64011	0.968421	119	119	-1.17662	0.284097	23.9684
32475	-3.55873	0.784211	34	34	1.97626	7.05992	14.3789
32476	-3.42365	0.810526	44	44	1.15927	6.12743	15.9947
32477	-1.6329	1	1594	1594	-0.278932	0.575717	419.405
32478	-1.40556	1	2862	2862	-0.296855	1.25287	749.621
32479	-1.37281	1	2480	2480	0.271392	1.24483	744.268
32480	-3.08912	0.947368	50	50	0.963667	0.92862	17.4684
32481	-2.47673	0.984211	180	180	-0.266291	0.440208	47.4789
32482	-2.07823	0.994737	783	783	1.62364	2.01691	306.305
32483	-2.34947	0.984211	294	294	0.111086	2.00245	85.0789
32484	-2.26444	0.994737	515	515	-0.0457615	0.637973	143.574
32485	-1.3059	1	4746	4746	0.206255	1.93619	1403.51
32486	-2.45978	0.984211	436	436	2.62954	2.83033	200.263
32487	-3.03847	0.942105	110	110	-1.33462	1.55655	20.9526
32488	-3.53546	0.894737	11	11	-0.265542	-0.994005	2.86842
32489	-2.91436	0.963158	119	119	0.778729	2.96759	39.8789
32490	-2.90225	0.857895	148	148	-1.56844	9.66484	25.9
32491	-3.98922	0.731579	8	8	-1.34078	-2.44702	1.35789
32492	-3.69752	0.873684	11	11	-0.95186	-2.79983	2.26842
32493	-2.37856	0.921053	368	368	0.530127	6.20749	116.905
32494	-2.46658	0.989474	314	314	0.90277	1.3616	107.674
32495	-1.73262	1	2369	2369	0.334992	1.20925	721.084
32496	-2.59801	0.957895	88	88	0.623357	2.73361	28.5789
32497	-1.76536	0.994737	761	761	-0.112004	1.32422	208.763
32498	-2.32201	0.989474	351	351	0.452765	1.40402	109.674
32499	-3.5892	0.784211	24	24	0.413275	2.21098	7.48947
32500	-2.84422	0.978947	63	63	-0.672351	-2.20993	14.8158
32501	-2.77961	0.968421	164	164	-0.630165	0.866288	39.1947
32502	-2.36162	0.978947	396	396	-0.699383	2.24905	92.9211
32503	-3.15434	0.905263	110	110	-1.97744	0.658486	16.1105
32504	-3.47807	0.826316	27	27	-0.67557	0.69102	6.28947
32505	-3.91069	0.789474	10	10	0.264107	0.93631	3.03158
32506	-1.75006	0.994737	1956	1956	0.325278	3.22779	594.105
32507	-2.95022	0.973684	57	57	0.49597	-1.49255	18.0368
32508	-1.3076	1	2629	2629	-0.0151841	1.23587	738.353
32509	-2.64826	0.978947	109	109	0.751175	0.646729	36.3316
32510	-1.68825	0.989474	1016	1016	-0.0893873	3.67248	280.268
32511	-3.26223	0.905263	86	86	2.10881	3.81556	36.7263
32512	-3.67873	0.873684	17	17	0.519985	1.97249	5.45789
32513	-1.67551	1	1563	1563	1.10908	0.913997	557.121
32514	-2.31445	1	294	294	-0.726764	-2.46377	68.4158
32515	-2.02454	0.994737	750	750	1.30944	1.83872	277.537
32516	-2.97252	0.968421	40	40	-1.15903	-3.8202	7.99474
32517	-2.87772	0.942105	121	121	1.24771	4.72482	44.4263
32518	-3.03643	0.963158	129	129	-0.815975	1.80384	29.1737
32519	-1.04622	1	4090	4090	-0.586654	1.56217	991.653
32520	-2.82647	0.957895	102	102	-0.0689438	0.791318	28.2684
32521	-1.66194	0.984211	843	843	-0.153771	3.16074	228.889
32522	-2.13452	0.989474	671	671	0.0404553	2.71411	190.963
32523	-3.58075	0.426316	3	3	-0.626144	0.28611	0.647368
32524	-3.77614	0.826316	14	14	-1.61007	-1.85007	2.21053
32525	-1.8566	0.994737	576	576	0.377447	1.02416	177.011
32526	-2.16752	0.994737	744	744	1.02871	1.72955	261.253
32527	-1.84154	0.994737	1203	1203	-0.686487	1.87734	283.537
32528	-2.10728	1	322	322	-0.804119	-2.29379	73.2579
32529	-1.97398	0.994737	507	507	-0.322886	0.478378	131.868
32530	-1.7358	1	1049	1049	1.45478	0.512558	398.363
32531	-1.38099	0.994737	2715	2715	-0.490341	3.4673	675.816
32532	-3.67235	0.905263	18	18	0.819593	1.48377	6.17895
32533	-1.43342	1	1284	1284	-1.03171	0.0256527	272.821
32534	-1.41553	1	2785	2785	-0.947036	1.01471	607.774
32535	-1.66538	1	1285	1285	-0.641386	0.181217	306.768
32536	-3.24571	0.910526	61	61	-0.980168	0.753831	13.0368
32537	-2.68951	0.994737	129	129	-1.89747	-5.10898	19.6474
32538	-1.69999	1	1390	1390	-0.418771	0.360369	352.653
32539	-2.55681	0.978947	180	180	1.19307	2.41496	65.3316
32540	-3.11882	0.968421	68	68	-0.60406	-0.928359	16.3211
32541	-1.6341	1	1176	1176	0.506761	0.426086	371.568
32542	-2.53044	0.989474	220	220	-0.656222	-0.335427	52.2211
32543	-2.72725	0.968421	85	85	-0.191693	0.9774	22.8368
32544	-1.74318	1	1477	1477	0.94696	0.811259	510.374
32545	-1.37347	0.994737	1537	1537	-0.700661	2.31363	360.821
32546	-2.02365	0.994737	510	510	-0.750519	0.265602	117.942
32547	-2.78601	0.936842	86	86	0.286464	1.39974	25.9368
32548	-1.111	1	7816	7816	2.3528	2.86986	3438.19
32549	-1.23096	1	4071	4071	1.46215	2.03972	1547.38
32550	-2.16512	1	751	751	-2.24489	-1.64198	98.1526
32551	-1.64285	1	1193	1193	-0.824607	0.0121045	270.095
32552	-2.42044	0.989474	193	193	-0.360281	-0.460502	49.6789
32553	-3.07984	0.963158	38	38	-1.62472	-3.78253	6.33158
32554	-2.79252	0.973684	109	109	-0.389532	-0.128663	27.8158
32555	-2.00872	1	636	636	-0.532697	-0.79401	156.442
32556	-1.6209	1	1607	1607	0.387921	0.774784	494.879
32557	-1.18127	1	4302	4302	-1.04238	1.4697	911.353
32558	-3.69151	0.831579	14	14	-0.311364	-0.272815	3.61053
32559	-2.24067	1	428	428	0.248233	-1.13837	127.811
32560	-1.44297	1	1521	1521	0.44537	0.724166	474.274
32561	-2.59864	0.852632	117	117	-0.315003	2.99618	30.4579
32562	-2.91998	0.910526	74	74	-0.219274	1.34626	19.7368
32563	-1.4651	0.994737	1627	1627	-1.23079	2.1183	323.963
32564	-3.68855	0.773684	8	8	1.33383	2.08662	3.14737
32565	-2.89448	0.984211	103	103	-1.39	-2.29274	19.2158
32566	-1.14675	1	2386	2386	0.061516	1.14696	682.405
32567	-2.93404	0.947368	62	62	-0.732241	0.27104	14.3211
32568	-2.69054	0.989474	110	110	-0.866471	-2.58391	24.4789
32569	-1.57845	0.994737	1398	1398	-0.0952923	2.43196	385.095
32570	-1.61788	1	1510	1510	-0.197047	0.534768	405.616
32571	-1.70517	1	1678	1678	-0.000451113	0.720767	472.926
32572	-1.88077	1	1424	1424	-2.18287	-0.470814	192.347
32573	-2.6082	0.994737	106	106	-0.122346	-3.3845	28.9895
32574	-2.04113	1	606	606	-1.00185	-1.10956	129.9
32575	-1.25342	1	4717	4717	0.0188356	1.88329	1335.55
32576	-3.86439	0.852632	13	13	-1.77258	-3.59558	1.87368
32577	-2.26572	0.973684	270	270	0.146317	3.03313	78.7789
32578	-1.49474	1	2377	2377	0.70522	1.30112	782.663
32579	-1.89935	0.994737	515	515	-0.0304542	0.644867	144.105
32580	-3.85464	0.863158	13	13	0.467777	0.152108	4.13684
32581	-3.82935	0.778947	11	11	0.517102	1.44194	3.55263
32582	-3.91428	0.8	13	13	-0.282483	1.27806	3.37895
32583	-2.45627	1	256	256	0.952622	-1.85562	88.6737
32584	-2.76947	0.963158	185	185	0.666339	4.77194	60.5211
32585	-2.92075	0.910526	99	99	-1.20076	1.34812	19.7474
32586	-3.37875	0.926316	13	13	-0.782656	-4.1043	2.87368
32587	-2.70041	0.968421	128	128	-0.73039	0.943953	29.6947
32588	-2.01609	0.989474	843	843	1.66119	4.10961	331.889
32589	-2.98961	0.957895	67	67	0.862157	0.142648	22.8895
32590	-3.52916	0.936842	23	23	0.225488	-1.4248	6.86316
32591	-2.51297	0.984211	117	117	0.252574	-0.384235	35
32592	-1.2897	1	4196	4196	0.81058	1.94201	1411.22
32593	-1.46283	0.994737	2058	2058	0.436304	3.3672	640.442
32594	-2.11037	0.989474	450	450	1.64436	2.52681	176.768
32595	-2.50111	0.989474	97	97	-0.724618	-2.90041	22.5158
32596	-3.21438	0.947368	36	36	0.452148	-0.507312	11.3053
32597	-3.08073	0.968421	81	81	-0.97065	-0.716425	17.4105
32598	-2.92862	0.984211	99	99	-0.090615	-1.10933	27.2895
32599	-1.08894	1	3385	3385	-0.540971	1.36791	831.095
32600	-2.4769	0.984211	512	512	-0.172911	3.41898	138.347
32601	-2.77872	0.978947	128	128	-1.3361	-1.46183	24.4
32602	-3.23296	0.978947	49	49	0.224921	-2.27118	14.5842
32603	-3.18571	0.894737	27	27	1.08474	0.559933	9.73158
32604	-3.79692	0.847368	10	10	0.864827	0.491036	3.51579
32605	-1.41011	1	2118	2118	0.516779	1.12711	670.568
32606	-2.50782	0.984211	301	301	-1.39635	-0.145341	56.4158
32607	-3.96195	0.757895	5	5	1.15667	0.607579	1.94211
32608	-2.8816	0.947368	99	99	0.652325	3.25039	32.3368
32609	-2.71031	0.989474	123	123	0.288473	-1.24205	37.0947
32610	-1.77272	1	932	932	-0.665418	-0.267185	220.963
32611	-2.74261	0.952632	188	188	-0.517803	3.58572	46.3789
32612	-3.21138	0.931579	66	66	-0.364096	0.82495	16.9368
32613	-1.14446	0.994737	3432	3432	-0.305616	3.99826	896.905
32614	-1.2456	0.994737	5710	5710	1.98552	5.86601	2371.01
32615	-1.55858	1	1328	1328	-0.160598	0.386319	359.979
32616	-2.71509	0.968421	64	64	-1.15209	-2.76363	12.9211
32617	-1.63694	1	2303	2303	1.32919	1.39916	854.879
32618	-3.33909	0.810526	17	17	1.30883	2.64553	6.46842
32619	-2.26355	0.994737	457	457	-0.847654	-0.00531958	102.679
32620	-2.91689	0.963158	104	104	0.427616	2.17431	32.3632
32621	-1.6454	1	1806	1806	-0.105286	0.778121	496.274
32622	-2.45997	0.984211	224	224	-0.734794	0.6795	51.9789
32623	-2.11637	1	386	386	-0.765144	-1.85113	88.8579
32624	-1.67879	1	1357	1357	0.673967	0.644944	444.005
32625	-2.55023	0.957895	232	232	-0.753687	2.92233	53.5421
32626	-1.981	0.994737	812	812	-1.25317	0.843019	160.368
32627	-1.57789	1	2086	2086	0.370937	1.07393	639.989
32628	-2.3811	0.989474	335	335	-0.201544	0.945953	89.8632
32629	-3.35715	0.905263	30	30	-0.382186	-1.04588	7.63158
32630	-1.06743	1	3041	3041	-0.376974	1.29751	780.137
32631	-1.37535	0.994737	1625	1625	0.387773	2.91097	500.405
32632	-2.55034	0.978947	204	204	1.34071	2.91473	76.0632
32633	-1.49362	0.994737	2967	2967	1.12562	4.31602	1060.72
32634	-1.20668	1	3045	3045	-0.657157	1.21354	723.837
32635	-2.87928	0.989474	68	68	-0.903434	-4.76926	14.9105
32636	-3.26039	0.963158	25	25	-0.586476	-4.07667	5.97895
32637	-3.66935	0.789474	7	7	-0.0603982	-0.358837	1.93684
32638	-3.24866	0.9	35	35	1.02903	1.41379	12.4316
32639	-1.0551	1	7189	7189	-0.232649	2.26345	1914.03
32640	-1.44346	1	2250	2250	0.529116	1.19848	714.221
32641	-1.02751	1	5471	5471	0.764971	2.21252	1823.23
32642	-3.22646	0.936842	50	50	0.0619744	1.07356	14.3105
32643	-3.00184	0.921053	42	42	0.656337	0.944088	13.7842
32644	-3.97203	0.805263	6	6	-0.885956	-2.81548	1.22105
32645	-1.89651	0.994737	572	572	-1.08017	0.292196	119.584
32646	-3.63964	0.863158	15	15	-0.70894	-0.445401	3.41579
32647	-2.41477	0.994737	315	315	1.51857	0.316861	121.132
32648	-2.26326	0.984211	388	388	0.616635	3.12389	125.521
32649	-1.22145	0.994737	2603	2603	-0.635168	3.3147	622.6
32650	-3.02278	0.905263	75	75	0.0602899	2.59929	21.4526
32651	-2.52628	0.978947	204	204	-1.17022	1.01847	41.3
32652	-3.81271	0.810526	9	9	1.05597	0.311547	3.31579
32653	-3.51645	0.915789	19	19	-1.4255	-2.32227	3.33684
32654	-2.56859	0.973684	170	170	-0.318378	1.21971	44.2368
32655	-1.09787	0.994737	8848	8848	-0.830724	5.53534	2000.33
32656	-1.28431	0.994737	3542	3542	-0.35671	4.03287	913.495
32657	-3.94631	0.442105	10	10	-2.04736	-0.717521	1.16842
32658	-3.69975	0.852632	22	22	1.48214	2.78818	8.6
32659	-2.0881	0.994737	402	402	0.0203235	0.197574	113.863
32660	-2.62319	0.994737	104	104	-0.375562	-3.71982	26.6368
32661	-2.39558	0.989474	181	181	-1.654	-1.81364	30.6737
32662	-3.66772	0.847368	24	24	1.31082	3.02106	9.06316
32663	-2.77395	0.968421	123	123	-1.4873	0.0441111	22.1684
32664	-2.64143	0.989474	113	113	-0.813729	-2.42763	25.5579
32665	-2.71231	0.973684	184	184	0.722776	3.40793	60.9
32666	-3.37897	0.968421	35	35	-0.252067	-3.12595	9.23684
32667	-1.0138	1	8339	8339	0.222465	2.53111	2475.11
32668	-3.60381	0.836842	19	19	0.131756	0.274481	5.54211
32669	-3.45647	0.889474	22	22	0.451308	0.214175	6.93158
32670	-2.51944	0.994737	215	215	-1.17559	-2.0296	43.4579
32671	-2.12412	0.994737	527	527	0.21039	0.792311	156.021
32672	-3.12729	0.963158	76	76	0.198337	0.0848024	22.4632
32673	-3.32648	0.947368	44	44	0.55804	-0.569587	14.1316
32674	-3.90532	0.278947	3	3	-1.1581	-0.29391	0.478947
32675	-3.84272	0.431579	6	6	-0.290898	1.04491	1.53684
32676	-1.54984	1	1650	1650	0.377357	0.803305	506.947
32677	-2.5189	0.968421	196	196	0.885992	1.35388	67.0368
32678	-1.78984	0.989474	793	793	0.320925	3.2862	240.658
32679	-1.55332	0.994737	2342	2342	1.61742	4.0354	914.721
32680	-3.0583	0.973684	59	59	-0.873691	-1.71076	13.0421
32681	-3.12175	0.926316	35	35	-1.14904	-0.53764	7
32682	-1.83926	0.989474	1152	1152	0.12485	4.12922	334.389
32683	-2.04475	1	428	428	-0.0480366	-1.26407	119.253
32684	-3.47938	0.668421	24	24	-0.691397	4.49509	5.55263
32685	-1.01888	1	6381	6381	-0.0613864	2.18278	1772.3
32686	-1.897	0.984211	969	969	0.279659	3.77213	291.368
32687	-1.09096	1	4848	4848	0.135371	1.94154	1410.59
32688	-1.75252	0.989474	988	988	0.418797	3.9013	306.332
32689	-2.45657	0.989474	175	175	-0.16508	-0.582074	47.3632
32690	-1.92062	0.994737	1237	1237	1.06029	2.66213	436.895
32691	-2.13995	0.994737	831	831	0.583903	1.76816	266.9
32692	-2.94893	0.973684	111	111	1.26762	0.9916	40.9211
32693	-2.54869	0.973684	261	261	-0.357361	2.50854	67.2526
32694	-3.85714	0.894737	9	9	-1.29851	-5.85839	1.57895
32695	-1.22983	1	2621	2621	0.097855	1.26239	756.016
32696	-2.94146	0.942105	98	98	0.559903	4.34127	31.3895
32697	-3.86221	0.810526	5	5	-0.420235	-1.67581	1.21579
32698	-1.30253	1	2698	2698	-0.366556	1.16608	694.026
32699	-3.9474	0.7	5	5	-0.51165	-0.706087	1.17368
32700	-2.84164	0.963158	53	53	-0.441123	-2.64079	13.3053
32701	-2.20759	1	427	427	0.772519	-0.947733	142.621
32702	-2.78368	0.984211	146	146	0.112634	0.131058	42.2737
32703	-2.43004	0.984211	318	318	0.240994	1.06918	94.8158
32704	-1.26528	1	1898	1898	-0.702624	0.648576	445.342
32705	-3.80365	0.626316	19	19	1.41027	6.08503	7.35263
32706	-1.97274	0.994737	726	726	-0.0898918	1.24866	200.242
32707	-2.30829	0.989474	272	272	0.051737	0.608587	77.6211
32708	-3.15415	0.957895	42	42	0.102407	-0.270301	12.1421
32709	-2.82528	0.968421	86	86	0.207348	0.470302	25.4684
32710	-2.59581	0.994737	104	104	-1.16176	-4.7716	21.0316
32711	-1.29856	1	3091	3091	1.38332	1.73084	1158.56
32712	-2.51051	0.978947	172	172	0.628421	0.868222	55.8316
32713	-2.828	0.936842	224	224	1.82891	6.81459	90.9158
32714	-3.60012	0.726316	5	5	-0.854456	-2.21342	1.01579
32715	-1.62316	1	1990	1990	-1.07411	0.5694	417.242
32716	-2.91609	0.878947	28	28	-1.60686	-2.99778	4.64211
32717	-2.51173	0.994737	310	310	1.1838	0.168896	112.195
32718	-3.97134	0.489474	3	3	-0.127432	0.737165	0.805263
32719	-2.79502	0.968421	124	124	-0.952811	0.6359	26.8789
32720	-2.46255	0.978947	172	172	-0.823719	0.840466	38.8474
32721	-2.86619	0.957895	72	72	0.0253882	0.615356	20.4211
32722	-3.51964	0.910526	19	19	-0.0615073	-0.689866	5.26842
32723	-3.0593	0.952632	70	70	1.16987	2.26755	25.4
32724	-1.59381	1	2060	2060	-0.715503	0.7424	481.579
32725	-3.65585	0.873684	10	10	-0.0623722	-1.10728	2.76842
32726	-1.14021	1	7149	7149	-2.04555	1.60655	1032.89
32727	-3.45093	0.952632	35	35	0.834858	-0.323719	11.9474
32728	-2.22902	1	479	479	-1.95214	-2.33813	71.9421
32729	-1.0782	0.994737	6152	6152	-0.158483	5.18425	1668.57
32730	-2.92731	0.973684	70	70	-1.12505	-2.3544	14.2789
32731	-2.6515	0.984211	100	100	-1.1879	-2.13818	20.0368
32732	-3.43966	0.936842	19	19	-0.139556	-2.54075	5.15789
32733	-2.23218	1	446	446	-0.00937951	-1.17203	125.432
32734	-3.91822	0.284211	5	5	-1.97429	-1.5655	0.5
32735	-1.64115	1	1841	1841	0.621395	0.991843	595.826
32736	-3.42362	0.873684	29	29	1.14301	3.74949	10.5632
32737	-3.69956	0.626316	16	16	2.53362	8.27684	7.58421
32738	-2.16422	0.984211	318	318	-0.722064	0.501316	74.1105
32739	-3.95436	0.763158	6	6	-0.459498	-1.17409	1.44737
32740	-2.64476	0.957895	258	258	2.04244	5.85605	108.405
32741	-3.22886	0.978947	81	81	-0.94332	-1.58492	17.5632
32742	-3.265	0.863158	23	23	-0.576819	1.08405	5.51053
32743	-2.65449	0.989474	247	247	1.02383	0.864986	86.7526
32744	-2.11471	1	728	728	-1.00115	-0.797413	156.116
32745	-3.59007	0.926316	15	15	-0.768658	-3.37501	3.34737
32746	-2.78386	0.963158	146	146	1.07216	2.80263	51.8211
32747	-2.60734	0.989474	138	138	-0.161381	-1.2203	37.3789
32748	-3.10764	0.968421	52	52	0.202805	-1.12452	15.3947
32749	-1.80217	1	1436	1436	1.57865	0.914184	557.211
32750	-1.76119	0.994737	735	735	-0.72113	0.966072	171.479
32751	-3.58181	0.921053	20	20	-0.138725	-0.588462	5.43158
32752	-2.34368	0.978947	161	161	-1.4676	-0.894975	29.3
32753	-2.76661	0.978947	133	133	0.628044	1.1493	43.1895
32754	-3.49008	0.821053	24	24	-0.757437	0.212214	5.43684
32755	-3.88116	0.794737	19	19	-0.158139	0.844884	5.13158
32756	-3.53851	0.863158	57	57	0.476097	4.01514	17.9579
32757	-2.37136	1	398	398	-1.13935	-2.04102	81.5684
32758	-1.94409	0.984211	956	956	1.29851	4.27131	353.011
32759	-3.40944	0.915789	42	42	0.0154115	1.25151	11.8842
32760	-3.16474	0.936842	58	58	0.677212	2.12941	19.0842
32761	-3.66884	0.852632	27	27	1.79264	5.3835	11.1158
32762	-2.62169	0.973684	162	162	-1.0326	0.478792	34.2789
32763	-1.03617	1	3375	3375	0.415071	1.61967	1045.43
32764	-1.49316	1	1817	1817	0.181493	0.865195	534.326
32765	-2.83374	0.973684	161	161	-1.10207	0.395565	33.3053
32766	-3.05339	0.978947	38	38	-0.73045	-4.66232	8.74211
32767	-1.09371	1	3225	3225	-0.572483	1.30441	784.979
32768	-2.63627	0.994737	190	190	1.62793	-0.672284	74.5632
32769	-1.26733	1	2307	2307	-0.224305	1.02923	615.495
32770	-3.95111	0.831579	5	5	0.402498	0.0804864	1.59474
32771	-2.48986	0.984211	265	265	0.490757	1.95057	83.5
32772	-2.0746	0.994737	763	763	1.03261	1.7764	268.121
32773	-3.83148	0.278947	2	2	-1.1407	-1.20637	0.289474
32774	-1.79045	0.994737	1245	1245	-0.725798	1.91897	290.147
32775	-2.8084	0.968421	116	116	0.0653918	1.296	33.2158
32776	-3.53618	0.747368	7	7	-0.419985	-0.687904	1.72105
32777	-1.08556	1	4692	4692	-0.139634	1.83665	1278.52
32778	-2.46243	0.994737	497	497	1.43614	1.1362	188.226
32779	-1.52523	1	2337	2337	0.311989	1.18818	707.732
32780	-3.8448	0.694737	13	13	0.811646	3.47507	4.48421
32781	-2.23419	0.994737	578	578	1.12783	1.30761	206.858
32782	-2.60462	0.973684	153	153	0.526335	1.49943	48.6105
32783	-2.83985	0.952632	128	128	-0.125279	3.59577	34.9842
32784	-2.76426	0.947368	111	111	0.669952	2.61025	36.3789
32785	-3.5955	0.857895	12	12	0.934689	0.246847	4.26316
32786	-2.44891	0.984211	275	275	0.0781357	1.79705	78.9684
32787	-2.7867	0.989474	182	182	-1.29331	-1.38502	35.3053
32788	-2.66666	0.973684	141	141	-0.397043	0.614326	35.9263
32789	-1.91336	1	690	690	-0.209395	-0.531798	184.758
32790	-2.66289	0.978947	175	175	0.234387	1.70929	52.1158
32791	-2.27945	1	282	282	0.190154	-1.99849	83.1158
32792	-2.37368	0.978947	276	276	-0.36946	1.50414	70.8947
32793	-2.4285	0.994737	286	286	-0.627689	-0.863381	68.4684
32794	-3.79402	0.673684	11	11	-0.259521	0.773397	2.87368
32795	-3.4752	0.747368	11	11	-1.49369	-2.58954	1.79474
32796	-1.62575	0.994737	1519	1519	0.381705	2.7847	467.147
32797	-1.24252	1	3443	3443	1.13304	1.79744	1232.58
32798	-1.96621	0.989474	617	617	-0.619612	2.10513	148.153
32799	-2.73292	0.984211	89	89	-0.660599	-1.96254	21.0421
32800	-3.72058	0.684211	13	13	0.728284	2.19448	4.4
32801	-3.87159	0.768421	9	9	0.185525	-0.333509	2.67368
32802	-3.81913	0.894737	13	13	-0.730555	-2.85264	2.92632
32803	-3.02351	0.947368	62	62	0.182718	0.258019	18.2632
32804	-2.21	0.984211	331	331	-0.181798	0.929747	89.2316
32805	-3.66999	0.789474	5	5	-0.591638	-1.87387	1.13684
32806	-2.38915	0.978947	265	265	0.677043	2.05945	86.8421
32807	-1.55344	1	2130	2130	0.87096	1.21546	725.074
32808	-2.75085	0.957895	136	136	0.761513	3.496	45.4
32809	-3.40955	0.868421	35	35	0.100392	1.51992	10.1158
32810	-3.49982	0.705263	14	14	0.259873	2.0454	4.22632
32811	-1.28597	1	3324	3324	-0.0525659	1.48626	925.195
32812	-1.26355	1	6644	6644	1.03243	2.46999	2333.47
32813	-1.28756	1	4600	4600	1.75852	2.22213	1840.01
32814	-2.10829	0.984211	485	485	-1.08734	2.49004	101.137
32815	-3.83827	0.768421	5	5	0.196815	-1.07309	1.5
32816	-2.87516	0.926316	150	150	1.72528	6.30588	59.9105
32817	-1.85321	0.994737	1266	1266	0.117627	2.34379	366.863
32818	-1.46385	1	1981	1981	-0.0216557	0.910602	555.5
32819	-3.91109	0.794737	8	8	0.397717	0.386897	2.52105
32820	-1.70629	1	1000	1000	-0.407822	-0.0693019	254.426
32821	-3.99179	0.757895	5	5	-0.340247	-1.5887	1.25263
32822	-1.12785	1	2674	2674	-1.20252	0.872429	537.637
32823	-3.3314	0.757895	29	29	-1.54895	-0.907935	4.93684
32824	-1.01965	1	9216	9216	2.53306	3.06628	4165.55
32825	-3.5044	0.942105	28	28	0.576225	0.319431	9.05789
32826	-3.45416	0.926316	24	24	0.626405	-0.150192	7.86316
32827	-3.37455	0.868421	25	25	-0.652963	0.455547	5.85789
32828	-1.87117	0.989474	906	906	1.51739	4.23303	347.905
32829	-3.41403	0.821053	30	30	0.52292	3.27833	9.58421
32830	-3.49154	0.926316	28	28	-0.524426	-1.44163	6.83158
32831	-3.16056	0.894737	35	35	-0.864122	-0.215236	7.71053
32832	-3.92214	0.821053	10	10	-0.989572	-1.17152	2.02105
32833	-3.06931	0.957895	77	77	0.78237	1.39015	25.8632
32834	-1.7697	0.994737	1583	1583	1.60609	3.29837	617.147
32835	-1.89602	0.989474	712	712	-0.924044	2.23325	156.379
32836	-1.93134	1	508	508	-0.362131	-1.09757	130.784
32837	-3.30825	0.868421	13	13	-0.18349	-0.388349	3.47895
32838	-2.82325	0.910526	113	113	-1.03626	2.02661	23.8368
32839	-1.17688	1	3609	3609	-1.18281	1.2238	730.468
32840	-2.97801	0.973684	90	90	-0.12923	-0.499213	24.5684
32841	-2.76764	0.994737	206	206	1.02244	-0.738795	72.3579
32842	-3.33976	0.878947	29	29	-0.755717	1.72131	6.59474
32843	-1.43444	1	1294	1294	-1.35034	-0.108964	247.216
32844	-1.3628	1	4757	4757	1.58871	2.22698	1848.53
32845	-1.53248	0.994737	1465	1465	-0.402367	2.37539	373.3
32846	-3.6122	0.842105	15	15	-0.0704142	1.97687	4.14737
32847	-1.25023	1	2640	2640	-0.616203	1.06465	634.816
