Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
6281	-3.76068	-0.37463	1.90435	0.873684	7	7	-0.446296	-5.43519	1.70526
6282	-2.64164	-0.921085	1.90064	1	30	30	0.491205	-12.8391	9.51579
6283	-1.2133	-1.63697	2.31867	1	2394	2394	-1.0174	0.81295	511.105
6284	-1.80027	-1.07037	1.27876	1	97	97	0.0799363	-5.61875	27.8737
6285	-3.74753	-1.80046	2.12784	0.1	1	1	-1.16439	-0.879302	0.1
6286	-1.13703	0.358111	1.81768	1	7769	7769	0.185983	2.44905	2286.89
6287	-3.33245	0.394686	2.5304	1	72	72	0.106762	-7.14127	20.8263
6288	-2.08548	-1.29049	2.29791	1	52	52	-0.992647	-11.5604	11.0474
6289	-1.2212	1.19039	1.48031	1	18531	18531	2.41719	3.75791	8231.27
6290	-3.51332	1.83285	1.82689	1	1371	1371	-0.15716	0.427379	371.953
6291	-3.54203	-0.987018	1.47829	0.563158	2	2	0.238373	0.203733	0.621053
6292	-3.03794	1.22899	2.67957	1	1058	1058	0.159002	0.192943	309.537
6293	-2.71897	-1.98578	1.00463	0.652632	9	9	-2.21889	-7.31547	0.9
6294	-1.75637	1.79557	1.86164	1	18691	18691	2.61266	3.79603	8547.68
6295	-3.68164	0.618316	1.42526	1	57	57	-1.16675	-11.2806	11.4316
6296	-1.81895	-0.0315803	2.03091	1	947	947	0.278891	0.0827631	284.705
6297	-3.98746	-0.375642	1.98819	0.736842	4	4	1.18622	0.0718499	1.58947
6298	-2.11611	-0.671461	1.48875	1	124	124	-0.258942	-4.8961	32.7579
6299	-3.74943	0.241472	2.90402	0.994737	22	22	-0.257595	-14.2575	5.78421
6300	-3.70166	-0.16022	2.58339	0.973684	10	10	-0.447617	-14.7114	2.45789
6301	-1.89214	-1.55752	1.85108	0.989474	24	24	-0.838486	-12.3074	5.29474
6302	-1.55324	-1.37261	1.82162	1	259	259	-1.68292	-3.80988	43.4895
6303	-2.36597	1.33626	2.33626	1	5884	5884	0.745491	2.28463	1953.16
6304	-1.70562	-1.67477	2.81657	1	735	735	-1.0063	-0.784456	157.363
6305	-2.07955	0.71511	1.73736	1	2843	2843	0.366072	1.42017	871.289
6306	-2.66396	-0.480647	2.27063	1	138	138	-0.192134	-4.39321	37.0895
6307	-2.57703	1.56678	1.64467	1	4487	4487	0.279509	1.89399	1349
6308	-1.02697	-0.904112	2.39062	1	1011	1011	-0.389013	-0.047502	258.505
6309	-3.06156	-0.485728	1.11778	0.978947	15	15	-0.865126	-14.527	3.23684
6310	-3.66346	-0.263407	1.19179	0.957895	11	11	-0.361867	-11.1384	2.78421
6311	-1.81919	1.26128	1.51857	1	9470	9470	1.62698	2.9462	3704.07
6312	-3.2732	1.45814	1.89642	1	915	915	0.368764	0.0634825	280.621
6313	-2.80415	-1.75875	2.55423	1	48	48	-0.888688	-11.9557	10.5368
6314	-1.62423	0.070902	1.01462	1	1736	1736	-0.0133877	0.757586	487.763
6315	-2.71489	-1.81211	2.51339	0.352632	2	2	-0.812352	-0.7746	0.368421
6316	-3.43531	1.90665	1.89756	1	2198	2198	0.41728	1.14495	681.195
6317	-1.88928	1.41124	2.01102	1	12692	12692	1.26299	3.1794	4653.99
6318	-3.91499	-1.825	1.38388	0	0	0	0	0	0
6319	-1.05493	-0.766534	2.33647	1	1574	1574	-0.994958	0.307808	338.363
6320	-3.30283	-1.52965	1.93403	0.268421	1	1	-0.0861022	0.380606	0.268421
6321	-1.498	-0.898551	1.46863	1	941	941	-0.985591	-0.391824	202.821
6322	-2.61923	0.87459	2.72806	1	639	639	1.21016	-0.196502	232.216
6323	-2.43852	-1.17568	2.21334	0.973684	18	18	-0.23414	-8.73761	4.75789
6324	-3.42049	-1.79142	2.07	0.278947	2	2	-1.1407	-1.20637	0.289474
6325	-3.86772	1.80367	2.14806	1	586	586	-0.33867	-0.843403	151.8
6326	-3.77371	-0.677517	2.8632	0.1	1	1	-1.16439	-0.879302	0.1
6327	-2.60801	0.00700328	2.11522	1	190	190	0.444762	-2.84492	59.2947
6328	-2.94639	-0.845346	2.12868	1	39	39	-0.896612	-13.8512	8.51579
6329	-2.90182	0.202465	2.16312	1	147	147	0.627016	-3.49907	47.7158
6330	-1.77347	-0.41345	1.33715	1	485	485	-0.163993	-1.09007	131.342
6331	-1.70744	0.218361	1.90861	1	1846	1846	-0.242636	0.763559	490.221
6332	-1.90583	1.44528	1.10018	1	13588	13588	0.936021	3.18598	4684.17
6333	-1.24965	-1.33407	2.34956	1	1456	1456	-1.43684	0.0102339	269.721
6334	-3.34847	-1.2866	1.53932	0.510526	2	2	0.0632525	0.0664083	0.578947
6335	-2.08275	0.734788	2.7574	1	2921	2921	0.11118	1.38652	845.163
6336	-2.21064	-0.130429	1.70383	1	364	364	0.412243	-1.3692	112.737
6337	-1.5817	-1.79168	2.47773	1	36	36	-0.628838	-13.8281	8.53684
6338	-1.11218	0.694715	2.98801	1	9774	9774	1.43838	2.94485	3699.17
6339	-2.44673	-0.369807	1.80131	1	120	120	0.333193	-4.44943	36.5579
6340	-3.76306	1.01301	1.38868	1	110	110	0.187905	-4.93997	32.4211
6341	-2.75173	1.49566	1.94501	1	3490	3490	0.394942	1.65128	1076.33
6342	-2.25207	-1.61221	1.02829	0.952632	10	10	1.09336	-6.98072	3.7
6343	-1.98825	0.117911	1.00662	1	894	894	0.00320362	-0.0814775	252.184
6344	-2.93981	-0.0204095	2.54036	1	75	75	0.0450544	-6.99364	21.3737
6345	-1.29846	-1.81298	1.59481	1	66	66	-0.568771	-8.78498	16
6346	-1.99416	-0.81266	2.44489	1	158	158	-0.995649	-4.76189	33.8263
6347	-1.48868	1.20346	2.48934	1	15518	15518	1.76726	3.47355	6215.7
6348	-2.93246	-1.30916	2.24988	0.963158	15	15	-1.41178	-14.1055	2.61053
6349	-3.61572	-0.603115	2.18628	0.431579	4	4	-0.354342	-0.0332511	0.989474
6350	-3.85225	1.42808	1.07184	1	307	307	-0.337541	-2.09916	79.5263
6351	-1.33811	0.768436	2.3304	1	8018	8018	1.36527	2.72811	2995.24
6352	-2.09219	0.788686	2.59063	1	1576	1576	0.932111	0.884041	543
6353	-1.41815	0.39915	1.66862	1	5601	5601	0.754775	2.23499	1862.72
6354	-3.89115	-1.91348	2.5823	0.1	1	1	-1.16439	-0.879302	0.1
6355	-2.27505	-1.50687	2.97901	0.973684	13	13	-0.188701	-11.3938	3.47368
6356	-1.4897	-1.3715	2.26933	1	108	108	-0.411881	-5.70121	27.3947
6357	-1.37348	-0.755194	2.37639	1	967	967	-1.22422	-0.466502	192.9
6358	-2.63156	-1.70797	1.2104	0.9	12	12	-1.21579	-5.43507	2.23684
6359	-1.01125	0.790463	1.66861	1	14482	14482	1.16665	3.29559	5216.64
6360	-2.70128	0.803254	1.09191	1	808	808	0.302568	-0.125939	244.211
6361	-1.33472	0.48556	1.73269	1	9663	9663	1.06815	2.86349	3416.9
6362	-2.6333	-0.128741	1.98686	1	103	103	-0.635826	-6.24761	24.5421
6363	-3.86385	-0.872238	1.72212	0.515789	5	5	-1.78003	-4.01486	0.589474
6364	-1.24253	1.85165	2.5642	1	19987	19987	5.35017	3.40282e+38	12814.5
6365	-3.40312	1.87035	1.60327	1	1912	1912	-0.363001	0.768534	492.279
6366	-1.68525	-1.622	2.62932	1	47	47	-0.323861	-10.7751	12.1789
6367	-3.83286	0.851671	2.33988	1	81	81	0.154579	-6.43087	23.6947
6368	-3.98394	-0.706659	1.16311	0.1	1	1	-1.16439	-0.879302	0.1
6369	-1.27708	0.830248	1.95142	1	9191	9191	1.9316	2.96779	3782.98
6370	-1.59255	0.687003	1.18681	1	9336	9336	1.10496	2.8353	3324.35
6371	-3.59409	0.882428	1.30903	1	145	145	-0.12329	-4.14031	39.6526
6372	-2.44353	-1.95721	1.36318	0.973684	21	21	-1.99067	-13.3064	2.83158
6373	-3.85929	0.485549	2.52593	1	33	33	-0.823918	-15.2623	7.35789
6374	-1.50831	0.890485	2.61375	1	4981	4981	0.255697	1.99938	1489.55
6375	-1.17939	0.635126	2.95972	1	11183	11183	1.07767	3.01495	3961.5
6376	-2.05425	1.28671	2.90395	1	8208	8208	0.309389	2.53488	2484.14
6377	-1.36104	0.561802	2.52929	1	7736	7736	0.90462	2.60198	2650.56
6378	-3.85664	1.08561	1.03474	1	113	113	-0.163149	-5.19277	30.5895
6379	-2.37224	0.720984	1.01724	1	1351	1351	0.552434	0.608929	431
6380	-3.90792	-1.63185	1.49768	0	0	0	0	0	0
6381	-1.56478	-1.95536	1.05099	1	113	113	-2.06453	-8.83406	15.8842
6382	-1.23407	-0.960494	2.91132	1	1318	1318	-1.43143	-0.123634	244.616
6383	-3.31398	1.34103	1.07568	1	708	708	0.575132	-0.228757	226.989
6384	-2.37182	-0.711981	1.23587	1	62	62	0.133855	-7.99944	18.0526
6385	-3.46264	-0.102925	2.02041	0.994737	19	19	-0.414585	-16.2596	4.76842
6386	-3.45682	-1.64179	2.59613	1	25	25	-0.184663	-16.1973	6.71053
6387	-3.59821	1.00722	2.61014	1	134	134	0.734773	-3.73181	44.4895
6388	-3.37517	0.187986	2.96908	0.994737	42	42	-0.233147	-8.59316	11.1474
6389	-3.14683	-1.4216	2.22149	0.6	4	4	-1.11111	-2.0703	0.694737
6390	-2.99627	0.519887	2.52344	1	215	215	0.118602	-2.70775	62.3316
6391	-2.85667	-0.838501	2.07517	0.905263	12	12	-1.07056	-8.38394	2.37368
6392	-2.2897	1.71127	2.48905	1	10306	10306	0.00355754	2.69745	2907.41
6393	-1.33604	-0.972741	1.45125	1	521	521	-1.2398	-1.53897	103.3
6394	-1.73208	0.80737	2.6544	1	6652	6652	0.186	2.28727	1958.1
6395	-1.25361	1.52357	1.62247	1	19613	19613	3.38507	3.95311	9986.61
6396	-3.66563	-0.697239	1.93391	0.557895	3	3	-0.110808	-0.486344	0.810526
6397	-1.70134	0.989862	1.01028	1	8915	8915	0.204237	2.59595	2635.15
6398	-2.94853	-1.23953	1.8692	0.542105	3	3	0.670507	1.35733	1.05789
6399	-1.56788	-0.986448	2.91087	1	1558	1558	-0.261404	0.55324	411.768
6400	-3.12857	-1.61511	1.61346	0.752632	8	8	-1.90717	-6.83732	0.978947
6401	-2.48179	1.69671	2.79409	1	3350	3350	1.84373	1.90206	1359.25
6402	-3.50461	0.635408	2.63487	1	44	44	1.127	-8.82958	15.8947
6403	-1.76431	1.45312	1.65887	1	13586	13586	1.57684	3.30558	5268.14
6404	-2.34821	0.286409	2.89302	1	299	299	0.210276	-1.8591	88.5316
6405	-3.60684	-0.863213	2.22933	0.9	11	11	-1.00002	-7.05267	2.22632
6406	-2.69657	0.593199	2.16251	1	525	525	-0.0690622	-0.913569	145.537
6407	-1.74208	-0.794216	2.71786	1	1095	1095	-0.0245739	0.181509	306.837
6408	-2.04904	-1.32661	1.19605	1	34	34	0.039308	-12.6888	9.67895
6409	-1.73657	-0.208185	2.56404	1	706	706	0.335702	-0.306849	214.963
6410	-1.57542	1.58141	2.63942	1	14196	14196	2.22704	3.45856	6124.52
6411	-1.71266	0.883774	2.47165	1	7588	7588	1.00278	2.60172	2649.88
6412	-3.51228	1.1452	1.4589	1	327	327	0.132495	-1.70713	95.1
6413	-2.61126	0.615965	1.86309	1	711	711	0.233358	-0.32984	211.584
6414	-2.12865	-1.44646	1.81609	1	22	22	-0.241336	-17.7293	5.81053
6415	-2.50714	-0.203643	1.76622	1	154	154	0.201997	-3.65395	45.5263
6416	-2.85996	1.68834	2.85104	1	3100	3100	1.2865	1.7151	1141.77
6417	-2.53403	0.433971	2.62954	1	312	312	0.500397	-1.63477	98.5
6418	-1.38896	-1.35915	2.8032	1	2416	2416	0.198624	1.19694	713.247
6419	-2.16429	1.84269	1.00586	1	13914	13914	1.57535	3.32957	5393.93
6420	-3.91021	-0.228523	1.68919	0.673684	3	3	0.0554288	-1.49464	0.863158
6421	-2.4787	-0.360637	1.53442	1	153	153	-0.376776	-4.18291	39.2
6422	-3.59914	-1.29624	2.65791	0.621053	2	2	0.632395	-0.764204	0.715789
6423	-3.5766	-1.30589	2.98685	0.978947	13	13	-0.126179	-11.2321	3.53684
6424	-2.73273	0.637989	2.72169	1	527	527	-0.309958	-1.00985	137.532
6425	-3.81777	1.10062	1.31929	1	147	147	0.366412	-3.6852	45.1053
6426	-2.48059	1.14633	1.23664	1	2862	2862	0.0215639	1.34054	810.858
6427	-1.77529	-1.91318	1.71314	0.989474	17	17	0.00641411	-13.2452	4.8
6428	-2.6531	-1.07158	2.33732	1	45	45	-1.59249	-14.8878	7.64211
6429	-3.54024	-1.16167	1.77318	0.6	4	4	-0.881377	-1.74641	0.784211
6430	-1.16902	-0.935907	2.25563	1	2924	2924	-0.297488	1.27669	765.737
6431	-3.61034	-1.84154	2.42141	0	0	0	0	0	0
6432	-2.41382	-1.53992	1.98717	0.947368	18	18	-1.92011	-14.6035	2.48421
6433	-3.11813	1.9249	2.34672	1	2867	2867	0.381305	1.43313	881.579
6434	-2.14976	-1.55004	2.67688	1	436	436	-0.157072	-1.27931	118.274
6435	-1.43858	-1.76949	2.49406	1	1220	1220	-1.14829	-0.0954233	249.647
6436	-1.42418	0.251737	2.02664	1	3262	3262	0.23658	1.53954	971.311
6437	-3.6177	1.81523	2.42344	1	719	719	1.05272	-0.0735447	253.642
6438	-3.00573	0.9833	2.13432	1	483	483	0.701436	-0.767726	158.995
6439	-2.82562	-1.28633	2.66622	0.921053	21	21	-1.79047	-10.1	3.14211
6440	-3.68848	-1.97668	2.80627	0.1	1	1	-1.16439	-0.879302	0.1
6441	-1.62063	-0.804225	2.40387	1	295	295	0.314972	-1.83711	89.4368
6442	-2.56746	-1.57709	2.27986	1	108	108	-0.40121	-5.68745	27.4737
6443	-3.807	-0.268869	1.46388	0.915789	5	5	0.882426	-5.09997	1.81579
6444	-1.80847	1.52795	2.12546	1	3855	3855	1.13141	1.91792	1379.63
6445	-2.40516	0.12915	2.39123	1	395	395	-0.00519303	-1.39534	111.2
6446	-2.99264	-0.0489786	1.78164	1	56	56	-0.314132	-9.43975	14.5579
6447	-2.43815	-0.502338	2.82962	1	199	199	-0.540571	-3.42745	48.7895
6448	-2.1123	0.930841	1.42775	1	4546	4546	0.100769	1.86442	1312.15
6449	-3.53878	-0.74301	2.25333	0.963158	14	14	-1.22437	-11.6566	2.62632
6450	-2.84951	0.525335	2.12941	1	361	361	-0.550868	-1.86426	88.3211
6451	-1.84349	-1.28228	2.27162	1	175	175	-1.62537	-5.28125	29.9895
6452	-1.34774	-1.68238	1.00128	1	122	122	-1.46105	-6.78086	22.2053
6453	-1.17761	-0.165212	1.37806	1	3151	3151	-0.0775234	1.42077	871.758
6454	-3.8482	-1.31831	2.15849	0.952632	10	10	-1.11363	-12.1836	1.92105
6455	-2.05033	-0.449247	2.7017	1	447	447	-0.246602	-1.27486	118.558
6456	-1.7962	-1.96561	1.99926	1	26	26	-0.884889	-18.0217	5.65789
6457	-3.27912	-1.78996	1.1894	0.778947	9	9	-1.07019	-3.90389	1.74737
6458	-3.5138	-0.0666999	2.06195	0.989474	15	15	0.0719908	-14.3162	4.31053
6459	-2.08779	-1.05233	1.29352	1	43	43	0.345691	-10.1745	13.1684
6460	-2.84624	-1.11841	2.88274	0.994737	24	24	-2.00319	-20.6434	3.25263
6461	-2.41689	0.108492	2.55677	1	257	257	0.0130968	-2.31349	72.6684
6462	-3.22063	-1.17888	2.30823	1	34	34	-0.793604	-14.8676	7.65789
6463	-1.42538	0.296622	1.5776	1	4407	4407	0.0847486	1.82721	1267.29
6464	-2.93585	-1.67448	1.37573	0.963158	21	21	-1.95674	-13.1283	2.88421
6465	-1.78538	-0.404435	2.47465	1	520	520	-0.112087	-0.947483	142.642
6466	-1.22184	1.12097	2.99885	1	17269	17269	2.22081	3.6561	7442.99
6467	-2.58064	0.647621	1.54443	1	733	733	0.194153	-0.298589	216.195
6468	-1.74505	-0.504139	2.99155	1	1236	1236	0.31797	0.436995	374.826
6469	-2.97329	-0.893221	1.89161	1	34	34	-0.810956	-14.9216	7.61579
6470	-3.29731	-0.327011	1.10486	0.978947	16	16	0.55137	-8.08434	5.17895
6471	-3.0431	0.783231	1.84948	1	415	415	0.814592	-0.981826	139.795
6472	-2.06412	1.00293	2.27595	1	5987	5987	0.467221	2.24212	1875.44
6473	-3.82496	-0.0605886	1.22474	0.947368	10	10	-0.597797	-10.4901	2.33684
6474	-1.826	0.269624	2.06385	1	1569	1569	0.814429	0.851611	528.174
6475	-1.5048	0.0067566	2.62797	1	2576	2576	0.481883	1.3387	809.516
6476	-1.27139	-1.05654	2.61156	1	2019	2019	-0.972645	0.625965	437.095
6477	-1.18569	0.371965	2.85995	1	3560	3560	0.0820647	1.59618	1023.08
6478	-2.75593	-0.251472	1.20046	1	71	71	-0.432163	-8.05656	17.8895
6479	-2.23114	-0.990103	2.62737	1	89	89	-1.55984	-8.98479	15.5368
6480	-1.36474	-0.271918	2.88238	1	1782	1782	-0.211952	0.730759	476.9
6481	-2.64102	1.08211	2.87533	1	956	956	0.953944	0.279037	330.842
6482	-3.64863	1.03964	2.07292	1	85	85	0.842327	-5.45151	28.8895
6483	-3.42247	1.41125	1.60851	1	545	545	0.822303	-0.539476	183.832
6484	-2.39824	0.461185	1.43748	1	586	586	-0.118386	-0.752505	160.5
6485	-1.55523	-1.31094	2.66322	1	1020	1020	-1.0729	-0.314245	213.868
6486	-3.99455	-1.17618	1.23431	0.1	1	1	-1.16439	-0.879302	0.1
6487	-2.50241	-0.632623	2.574	1	137	137	-0.176307	-4.40589	36.9684
6488	-3.77015	1.08806	1.59055	1	151	151	0.0338538	-3.8565	42.9105
6489	-3.38801	1.8447	2.21057	1	1583	1583	0.327253	0.741045	481.032
6490	-1.83175	-1.23807	2.43873	1	946	946	-0.14907	-0.0546537	257.158
6491	-2.93594	1.03084	2.16616	1	829	829	0.765344	0.0431021	276.384
6492	-3.40202	1.5771	1.94493	1	702	702	0.613685	-0.229384	226.889
6493	-1.1575	-0.112646	1.18284	1	3745	3745	0.108769	1.65794	1082.97
6494	-2.47034	-1.32329	1.31544	0.968421	10	10	-0.192964	-9.42339	2.66316
6495	-3.8158	1.90596	2.02368	1	732	732	0.196399	-0.29982	216.011
6496	-2.81636	-0.616094	1.94629	1	27	27	-0.317586	-15.7795	6.98947
6497	-1.74282	0.186171	2.90168	1	1729	1729	-0.00135772	0.756199	487.195
6498	-3.94666	-0.702144	1.68492	0.1	1	1	-1.16439	-0.879302	0.1
6499	-3.09518	-0.560907	2.8208	1	56	56	0.285581	-8.42179	16.9
6500	-2.03697	1.79191	1.68296	1	14508	14508	1.67458	3.38935	5720.87
6501	-3.52583	1.24205	2.12956	1	399	399	0.516866	-1.15836	126.389
6502	-3.83331	1.79719	2.46171	0.9	43	43	-1.76881	-0.656105	6.75789
6503	-2.07336	-1.76504	2.54381	1	78	78	-2.33989	-12.9582	9.38947
6504	-3.99705	-0.42039	1.02446	0.652632	4	4	-0.597589	-1.40123	0.894737
6505	-3.87317	-1.10678	1.57786	0.1	1	1	-1.16439	-0.879302	0.1
6506	-2.14432	0.0979441	2.21205	1	618	618	-0.39801	-0.781796	157.621
6507	-1.37512	-0.876375	2.89021	1	782	782	-0.919214	-0.642288	172.021
6508	-1.22096	-1.16631	1.66109	1	1152	1152	-1.61183	-0.414032	199.8
6509	-1.79888	-0.187606	2.24528	1	692	692	-0.387209	-0.597745	177.005
6510	-1.7795	-1.68704	2.48033	1	126	126	-2.08395	-8.16763	17.5789
6511	-2.60004	0.910145	2.4577	1	1615	1615	0.106067	0.705006	466.737
6512	-1.8285	1.2719	2.39117	1	12451	12451	1.19384	3.14686	4507.81
6513	-3.20714	0.517966	2.41848	1	152	152	-0.148645	-3.99156	41.3053
6514	-3.10691	-1.46778	2.65503	0.826316	6	6	-0.598345	-3.63261	1.37368
6515	-3.30335	-1.55328	1.86585	0.7	9	9	-1.85502	-4.32107	1.16842
6516	-3.1279	0.610454	2.80409	1	207	207	0.658754	-2.49437	67.6
6517	-1.04322	-1.82252	1.54427	1	1332	1332	-1.98987	-0.433591	197.189
6518	-3.62724	-1.22298	1.69339	0.189474	1	1	-0.59155	-0.0965971	0.189474
6519	-2.93747	0.637747	2.81864	1	236	236	0.431086	-2.28856	73.4158
6520	-2.8824	-0.108132	1.0949	1	50	50	-0.0627598	-9.78724	13.8737
6521	-3.17891	1.3337	1.98685	1	1105	1105	0.461341	0.335359	345.763
6522	-1.45717	0.711723	2.66332	1	8508	8508	0.590367	2.63457	2735.49
6523	-2.38406	0.313076	1.93607	1	549	549	-0.400577	-0.980281	139.921
6524	-2.8791	0.183648	1.23992	1	124	124	0.0224572	-4.60621	35.1421
6525	-2.2783	-1.72234	2.62903	1	116	116	-1.59803	-7.37196	20.0158
6526	-3.15489	-1.10953	1.43367	0.978947	18	18	-1.39325	-14.6611	3.19474
6527	-2.25951	1.50325	2.60855	1	7494	7494	0.776193	2.54272	2503.01
6528	-1.11383	-1.40167	1.80111	1	487	487	-1.46683	-1.84551	89.0895
6529	-1.75714	1.41862	2.64533	1	15011	15011	1.40759	3.37671	5650.07
6530	-3.76667	-0.575465	2.73127	0.557895	4	4	-0.989486	-1.89308	0.742105
6531	-2.32972	-1.18912	1.61948	1	21	21	0.737486	-15.673	7.06316
6532	-2.62311	-1.5037	1.27468	1	33	33	-1.66496	-18.5958	5.37368
6533	-1.63215	-1.86596	2.13652	1	1148	1148	-0.257496	0.168065	303.7
6534	-1.74172	1.59147	2.74629	1	2495	2495	0.284285	1.25482	750.932
6535	-3.25895	0.555079	1.04989	1	152	152	0.457842	-3.50803	47.5842
6536	-1.96229	-0.097886	2.34602	1	542	542	0.177321	-0.765104	159.253
6537	-1.70297	-0.938741	1.12778	1	171	171	0.129015	-3.36879	49.7
6538	-1.36417	1.98353	1.87312	1	19983	19983	5.28261	3.40282e+38	12721.3
6539	-2.29358	1.12401	2.42689	1	901	901	1.23252	0.270736	328.711
6540	-2.94881	-0.724123	2.41404	1	60	60	0.0134745	-8.39544	16.9684
6541	-2.83648	-1.33798	2.87423	0.873684	8	8	-0.365336	-3.294	2.01053
6542	-1.90958	1.7001	1.14922	1	16360	16360	1.79226	3.53136	6580.42
6543	-3.9293	0.229406	1.02777	0.8	7	7	-1.05145	-2.48693	1.34211
6544	-2.69071	1.47901	1.2404	1	3612	3612	-0.117409	1.55994	989.621
6545	-3.64757	0.114954	2.49104	0.947368	16	16	0.312806	-8.52448	4.88947
6546	-1.77789	1.27349	1.16453	1	11772	11772	0.365751	2.91909	3607.32
6547	-2.08977	-0.388983	2.63129	1	414	414	-0.40584	-1.50007	105.353
6548	-2.79965	1.79247	1.34481	1	4932	4932	0.243831	1.98606	1470.96
6549	-3.93815	-0.129629	2.3307	0.878947	6	6	0.760372	-7.45897	2.09474
6550	-1.22062	1.21304	2.29096	1	18652	18652	2.54007	3.78309	8438.94
6551	-1.67646	0.140608	1.26618	1	1520	1520	0.130079	0.638753	441.737
6552	-1.85767	0.472753	1.97308	1	2580	2580	-0.435382	1.09469	651.737
6553	-2.77573	-0.757237	2.0695	0.994737	26	26	0.461529	-11.0223	8.2
6554	-1.82327	1.03561	1.43087	1	7859	7859	0.784619	2.59368	2629.36
6555	-1.56696	-0.121916	1.06292	1	1445	1445	0.278005	0.618232	434.316
6556	-1.41931	-0.914603	1.75617	1	483	483	-0.740426	-1.38131	112.021
6557	-3.43554	-0.0850624	1.60668	1	20	20	-0.135177	-18.4647	5.43684
6558	-3.43837	0.00804412	2.26187	1	40	40	0.00705031	-11.3786	11.2947
6559	-1.75061	-0.260685	1.41191	1	806	806	0.611652	-0.0376358	260.379
6560	-3.18158	-0.706546	1.84262	0.878947	7	7	0.000994707	-3.37218	1.97368
6561	-2.8274	-0.615496	1.73732	0.994737	30	30	-0.882312	-13.0438	6.55263
6562	-3.24716	1.60423	2.28506	1	1514	1514	0.480714	0.727725	475.689
6563	-2.53615	-1.25354	2.24624	1	161	161	-0.506938	-4.12418	39.8263
6564	-2.83901	-1.42613	1.28715	0.9	5	5	0.745303	-3.8904	1.75263
6565	-2.9271	0.793042	2.01631	1	510	510	0.0109934	-0.92991	144.132
6566	-1.82592	-1.3473	2.97357	1	927	927	0.266766	0.0506164	277.937
6567	-3.43523	-1.24551	1.71384	0.442105	4	4	-1.43544	-2.62415	0.568421
6568	-1.12946	-0.742491	1.33697	1	1457	1457	-1.04772	0.186584	308.032
6569	-3.99565	1.37937	1.47423	1	132	132	-0.185345	-4.56143	35.5368
6570	-1.10854	-1.06152	1.08915	1	496	496	-0.685739	-1.30151	116.868
6571	-3.72313	0.420326	2.35811	1	30	30	0.935219	-12.0066	10.4737
6572	-3.55733	-0.128962	2.52603	0.936842	15	15	-1.06266	-5.19644	3.01053
6573	-1.71593	-1.93067	2.83178	1	1061	1061	0.285018	0.233727	319.411
6574	-2.0388	-1.57228	1.44477	1	91	91	-1.71235	-9.25808	14.9368
6575	-1.26429	0.0952603	1.02767	1	3908	3908	0.689842	1.84011	1282.66
6576	-2.09956	-0.368361	1.88675	1	193	193	-0.222941	-3.25927	51.4789
6577	-1.22387	-1.92785	2.41589	1	1240	1240	-1.73824	-0.379408	204.537
6578	-1.64965	0.70327	2.18924	1	6060	6060	0.717697	2.30954	2000.26
6579	-1.52746	-0.0367059	2.61761	1	1907	1907	0.426218	0.984726	592.163
6580	-2.93837	1.51941	2.93174	1	63	63	-1.17032	-10.4882	12.6368
6581	-2.5437	1.33241	2.88603	1	2303	2303	1.21466	1.37597	837.153
6582	-2.41563	1.04229	2.11615	1	2882	2882	-0.279825	1.26555	758.158
6583	-2.42058	-1.12369	1.51175	0.984211	22	22	-0.625054	-12.4963	5.18947
6584	-2.32933	-0.524964	1.99535	1	88	88	-0.755236	-7.30907	20.2316
6585	-3.79295	-1.24708	1.6775	0	0	0	0	0	0
6586	-3.57843	1.53265	2.59097	1	456	456	-0.19591	-1.21476	122.505
6587	-2.34383	-1.66886	2.42143	0.910526	6	6	0.47276	-6.25889	1.94211
6588	-2.09909	-0.152755	1.70765	1	356	356	-0.438029	-1.82814	89.8105
6589	-2.8966	1.17902	1.75521	1	1620	1620	0.214086	0.738356	479.947
6590	-3.98853	-1.70154	1.85541	0	0	0	0	0	0
6591	-3.3268	0.0788521	1.8894	1	57	57	0.208472	-8.42383	16.8947
6592	-2.47438	0.845827	1.05739	1	1771	1771	0.432893	0.900552	550.732
6593	-3.67387	0.90408	2.28632	1	140	140	0.20798	-3.97925	41.4474
6594	-2.89666	0.0162443	1.26322	1	102	102	-0.238231	-5.75599	27.0842
6595	-1.22036	-1.40697	1.30104	1	137	137	-0.713565	-5.00299	31.9474
6596	-1.75049	-0.0661472	1.19754	1	1104	1104	-0.133286	0.157593	301.284
6597	-3.01892	0.94465	1.22439	1	526	526	-0.056845	-0.905393	146.247
6598	-3.76896	1.14487	1.08065	1	119	119	0.0943897	-4.70342	34.3105
6599	-1.4932	0.450929	1.99473	1	5549	5549	-0.0264893	2.04438	1554.22
6600	-3.7043	-0.834302	1.8409	0.573684	3	3	-0.526402	-0.881897	0.678947
6601	-1.61069	0.249835	1.96623	1	2782	2782	0.792115	1.49458	932.242
6602	-2.18971	1.48145	1.53806	1	8440	8440	0.368548	2.57724	2587.89
6603	-2.06391	0.565766	2.78326	1	2211	2211	-0.202963	0.986459	593.053
6604	-1.76398	0.565953	1.36815	1	4233	4233	-0.285641	1.68649	1111.93
6605	-3.28563	1.32786	1.02235	1	509	509	0.00389319	-0.93609	143.605
6606	-3.66727	0.949076	2.37653	1	110	110	0.122923	-5.00512	31.9316
